,Player,dob,year,month,day,trimestre,Deporte
4844,Mithat Demirel,"May 10, 1978",1978,5,10,2,Baloncesto
4847,Christos Petropoulos,"Sep 6, 1970",1970,9,6,3,Baloncesto
4894,Vrbica Stefanov,"Dec 19, 1973",1973,12,19,4,Baloncesto
4905,Reggie Freeman,"May 17, 1975",1975,5,17,2,Baloncesto
4946,Haris Mujezinovic,"Jan 21, 1974",1974,1,21,1,Baloncesto
4991,Davor Marcelic,"May 20, 1969",1969,5,20,2,Baloncesto
4999,Pantelis Papaioakim,"Sep 9, 1975",1975,9,9,3,Baloncesto
5069,Branko Sindjelic,"Feb 17, 1974",1974,2,17,1,Baloncesto
5072,Bernd Volcic,"Jan 10, 1976",1976,1,10,1,Baloncesto
5074,Ian Lockhart,"Jun 25, 1967",1967,6,25,2,Baloncesto
5078,Ognjen Vukicevic,"Nov 30, 1975",1975,11,30,4,Baloncesto
5082,Jean Le Brun,"Jul 31, 1974",1974,7,31,3,Baloncesto
5087,Willem Laure,"Nov 28, 1976",1976,11,28,4,Baloncesto
5088,David Gautier,"Jan 8, 1980",1980,1,8,1,Baloncesto
5092,Ismaila Sy,"May 29, 1979",1979,5,29,2,Baloncesto
5093,Jeff Varem,"Jul 16, 1983",1983,7,16,3,Baloncesto
5094,Sambou Traore,"Nov 25, 1979",1979,11,25,4,Baloncesto
5097,Mohamed Sy,"Jul 25, 1972",1972,7,25,3,Baloncesto
5099,Harold Mrazek,"Apr 17, 1973",1973,4,17,2,Baloncesto
5103,Mickael Verone,"Feb 18, 1977",1977,2,18,1,Baloncesto
5104,Makan Dioumassi,"Jul 21, 1972",1972,7,21,3,Baloncesto
5105,Kiaku Tomaku,"Oct 7, 1980",1980,10,7,4,Baloncesto
5108,Thomas Jonckheere,"Jun 29, 1987",1987,6,29,2,Baloncesto
5110,Julien Barrat,"Apr 12, 1986",1986,4,12,2,Baloncesto
5117,Narcisse Ewodo,"Oct 29, 1972",1972,10,29,4,Baloncesto
5118,Marko Bulic,"Mar 26, 1974",1974,3,26,1,Baloncesto
5126,Sotirius Gioulekas,"Nov 28, 1979",1979,11,28,4,Baloncesto
5148,Wiaczeslaw Rosnowski,"Feb 22, 1975",1975,2,22,1,Baloncesto
5152,Michael Meeks,"Feb 23, 1972",1972,2,23,1,Baloncesto
5159,Ermin Jazvin,"Dec 3, 1980",1980,12,3,4,Baloncesto
5168,Mate Milisa,"Jan 7, 1976",1976,1,7,1,Baloncesto
5181,Evaldas Jocys,"May 25, 1975",1975,5,25,2,Baloncesto
5187,Tim Nees,"Oct 30, 1971",1971,10,30,4,Baloncesto
5192,Malick Badiane,"Jan 1, 1984",1984,1,1,1,Baloncesto
5203,Christopher Anrin,"Nov 10, 1980",1980,11,10,4,Baloncesto
5210,Robert Wintermantel,"Dec 10, 1970",1970,12,10,4,Baloncesto
5241,Jack Martinez,"Oct 12, 1981",1981,10,12,4,Baloncesto
5269,Dalibor Bagaric,"Feb 7, 1980",1980,2,7,1,Baloncesto
5284,Alessandro Cittadini,"Jan 2, 1979",1979,1,2,1,Baloncesto
5286,William Phillips,"Mar 18, 1979",1979,3,18,1,Baloncesto
5302,Damien Ronald Ryan,"Sep 20, 1979",1979,9,20,3,Baloncesto
5303,Alessandro Abbio,"Mar 13, 1971",1971,3,13,1,Baloncesto
5305,Alessandro De Pol,"Jul 15, 1972",1972,7,15,3,Baloncesto
5307,Leonardo Busca,"Feb 2, 1972",1972,2,2,1,Baloncesto
5312,Roberto Casoli,"Sep 5, 1972",1972,9,5,3,Baloncesto
5313,Patrick Mutombo,"Mar 7, 1980",1980,3,7,1,Baloncesto
5314,Stefano Rajola,"Jun 18, 1972",1972,6,18,2,Baloncesto
5315,Thierry Zig,"Jul 4, 1975",1975,7,4,3,Baloncesto
5316,Marko Verginella,"Jun 6, 1978",1978,6,6,2,Baloncesto
5321,Claudio Coldebella,"Jun 25, 1968",1968,6,25,2,Baloncesto
5738,Alberto Miguel,"May 29, 1977",1977,5,29,2,Baloncesto
5742,Inaki De Miguel,"Oct 24, 1973",1973,10,24,4,Baloncesto
5758,Vladimir Krstic,"Jul 27, 1972",1972,7,27,3,Baloncesto
5765,Patricio Reynes,"Jul 26, 1969",1969,7,26,3,Baloncesto
5773,Venson Hamilton,"Aug 11, 1977",1977,8,11,3,Baloncesto
5779,Nacho Azofra,"Jul 23, 1969",1969,7,23,3,Baloncesto
5780,Juan Sartorelli,"Jan 18, 1983",1983,1,18,1,Baloncesto
5933,Andrius Slezas,"Feb 4, 1975",1975,2,4,1,Baloncesto
5940,Dusan Jelic,"Aug 13, 1975",1975,8,13,3,Baloncesto
5963,Milenko Topic,"Mar 6, 1969",1969,3,6,1,Baloncesto
5974,Roberts Stelmahers,"Nov 19, 1974",1974,11,19,4,Baloncesto
5994,Nikos Vetoulas,"Feb 6, 1974",1974,2,6,1,Baloncesto
6020,Ed Cota,"May 19, 1976",1976,5,19,2,Baloncesto
6022,Erik Nelson,"Mar 10, 1976",1976,3,10,1,Baloncesto
6033,Mate Skelin,"Dec 13, 1974",1974,12,13,4,Baloncesto
6037,Wiktor Grudzinski,"Apr 9, 1978",1978,4,9,2,Baloncesto
6051,Sotirios Nikolaidis,"May 25, 1974",1974,5,25,2,Baloncesto
6052,Mathias Desaever,"Aug 23, 1976",1976,8,23,3,Baloncesto
6054,Denis Wucherer,"May 7, 1973",1973,5,7,2,Baloncesto
6061,Peja Drobnjak,"Oct 27, 1975",1975,10,27,4,Baloncesto
6130,Dejan Tomasevic,"May 6, 1973",1973,5,6,2,Baloncesto
6138,Ibrahim Kutluay,"Jan 7, 1974",1974,1,7,1,Baloncesto
6160,Savvas Iliadis,"Nov 1, 1979",1979,11,1,4,Baloncesto
6163,Michael Andersen,"Jan 29, 1974",1974,1,29,1,Baloncesto
6182,Ivica Jurkovic,"Mar 26, 1973",1973,3,26,1,Baloncesto
6202,Georgios Sigalas,"Jul 31, 1971",1971,7,31,3,Baloncesto
6288,Jurica Ruzic,"Sep 21, 1977",1977,9,21,3,Baloncesto
6293,Dusan Nedic,"Jan 28, 1975",1975,1,28,1,Baloncesto
6295,T.J. Parker,"May 16, 1984",1984,5,16,2,Baloncesto
6296,Wilfrid Aka,"Jun 16, 1979",1979,6,16,2,Baloncesto
6302,Vakhtang Natsvlishvili,"Jan 28, 1976",1976,1,28,1,Baloncesto
6304,Cedric Ferchaud,"Jul 15, 1980",1980,7,15,3,Baloncesto
6305,Cass Matheus,"Feb 25, 1982",1982,2,25,1,Baloncesto
6309,Johan Blot,"Jan 21, 1975",1975,1,21,1,Baloncesto
6310,Kris Morlende,"Sep 28, 1979",1979,9,28,3,Baloncesto
6311,Ludovic Chelle,"Jan 3, 1983",1983,1,3,1,Baloncesto
6315,Laurent Cazalon,"Oct 1, 1979",1979,10,1,4,Baloncesto
6316,Franck Bouteille,"Aug 4, 1971",1971,8,4,3,Baloncesto
6317,Babacar Cisse,"Dec 2, 1975",1975,12,2,4,Baloncesto
6320,Laurent Legname,"Aug 13, 1977",1977,8,13,3,Baloncesto
6323,Stephane Dondon,"Jan 9, 1977",1977,1,9,1,Baloncesto
6325,Jim Bilba,"Apr 17, 1968",1968,4,17,2,Baloncesto
6361,Miljan Goljovic,"Aug 27, 1981",1981,8,27,3,Baloncesto
6371,Rouven Roessler,"Nov 14, 1980",1980,11,14,4,Baloncesto
6405,Emeka Erege,"Nov 8, 1978",1978,11,8,4,Baloncesto
6414,Nate Doornekamp,"Oct 9, 1982",1982,10,9,4,Baloncesto
6421,Peter Cipriano,"Sep 7, 1985",1985,9,7,3,Baloncesto
6423,Carl Krauser,"May 13, 1981",1981,5,13,2,Baloncesto
6431,Stefan Fahrad,"Jul 24, 1980",1980,7,24,3,Baloncesto
6436,Rudy Mbemba,"Aug 29, 1987",1987,8,29,3,Baloncesto
6448,Dejan Bodiroga,"Mar 2, 1973",1973,3,2,1,Baloncesto
6478,Christian Drejer,"Dec 8, 1982",1982,12,8,4,Baloncesto
6506,Silvio Gigena,"Feb 27, 1975",1975,2,27,1,Baloncesto
6512,Eyinmisan Nikagbatse,"Jul 7, 1982",1982,7,7,3,Baloncesto
6513,Janis Porzingis,"Jul 13, 1982",1982,7,13,3,Baloncesto
6529,Gregor Hafnar,"Jan 19, 1977",1977,1,19,1,Baloncesto
6542,Alessandro Tonolli,"Jun 25, 1974",1974,6,25,2,Baloncesto
6692,Jamaal Magloire,"May 21, 1978",1978,5,21,2,Baloncesto
6821,Francisco Elson,"Feb 28, 1976",1976,2,28,1,Baloncesto
6923,Martin Rancik,"Jun 5, 1978",1978,6,5,2,Baloncesto
6936,Lucio Angulo,"Apr 9, 1973",1973,4,9,2,Baloncesto
6948,Nacho Ordin,"Jan 4, 1978",1978,1,4,1,Baloncesto
6950,Nikola Vasic,"Sep 15, 1984",1984,9,15,3,Baloncesto
6971,Francesc Solana,"Jan 3, 1972",1972,1,3,1,Baloncesto
6983,Ignacio Yanez,"Apr 11, 1973",1973,4,11,2,Baloncesto
6985,Oriol Junyent,"Jul 1, 1976",1976,7,1,3,Baloncesto
6988,Nacho Rodriguez,"Sep 2, 1970",1970,9,2,3,Baloncesto
6989,Cesar Sanmartin,"Oct 19, 1975",1975,10,19,4,Baloncesto
6992,Gonzalo Martinez,"Jul 3, 1974",1974,7,3,3,Baloncesto
6997,Chris Hernandez,"Mar 17, 1983",1983,3,17,1,Baloncesto
7004,Moustapha Sonko,"Jun 14, 1972",1972,6,14,2,Baloncesto
7008,Javier Mendiburu,"Dec 1, 1980",1980,12,1,4,Baloncesto
7009,Predrag Savovic,"May 21, 1976",1976,5,21,2,Baloncesto
7010,Audrius Giedraitis,"Jul 23, 1973",1973,7,23,3,Baloncesto
7174,Rick Apodaca,"Jul 1, 1980",1980,7,1,3,Baloncesto
7179,Christian Dalmau,"Aug 29, 1975",1975,8,29,3,Baloncesto
7183,Gil Mossinson,"Sep 29, 1978",1978,9,29,3,Baloncesto
7186,Shason Sharon,"Mar 16, 1979",1979,3,16,1,Baloncesto
7194,Ognjen Askrabic,"Jul 28, 1979",1979,7,28,3,Baloncesto
7197,Sergey Chikalkin,"Dec 11, 1975",1975,12,11,4,Baloncesto
7206,Panagiotis Liadelis,"Dec 7, 1974",1974,12,7,4,Baloncesto
7208,Yannis Giannoulis,"Jun 5, 1976",1976,6,5,2,Baloncesto
7221,Marcus Faison,"Feb 18, 1978",1978,2,18,1,Baloncesto
7258,Cuneyt Erden,"Sep 5, 1977",1977,9,5,3,Baloncesto
7266,Dzenan Rahimic,"Nov 23, 1974",1974,11,23,4,Baloncesto
7271,Vladislav Dragojlovic,"Mar 6, 1979",1979,3,6,1,Baloncesto
7272,Perrier-David Pascal,"Feb 18, 1975",1975,2,18,1,Baloncesto
7285,Peter Hutter,"Aug 2, 1980",1980,8,2,3,Baloncesto
7293,Slobodan Ljubotina,"Jul 7, 1984",1984,7,7,3,Baloncesto
7320,Miroslav Raicevic,"Jul 13, 1981",1981,7,13,3,Baloncesto
7329,Kris Sergeant,"May 27, 1978",1978,5,27,2,Baloncesto
7337,Victor Keyru,"Jan 31, 1984",1984,1,31,1,Baloncesto
7339,Dominik Tomczyk,"Apr 15, 1974",1974,4,15,2,Baloncesto
7373,David Toya,"Sep 13, 1976",1976,9,13,3,Baloncesto
7379,Mladen Sljivancanin,"Jul 1, 1985",1985,7,1,3,Baloncesto
7382,Mamadou N'Diaye,"Jun 17, 1975",1975,6,17,2,Baloncesto
7386,Rait Keerles,"Nov 22, 1980",1980,11,22,4,Baloncesto
7388,Elvis Evora,"Feb 4, 1978",1978,2,4,1,Baloncesto
7393,Doron Sheffer,"Mar 12, 1972",1972,3,12,1,Baloncesto
7411,Marius Prekevicius,"Apr 22, 1984",1984,4,22,2,Baloncesto
7419,Douglas Tshomba,"May 4, 1983",1983,5,4,2,Baloncesto
7420,Valmo Kriisa,"May 18, 1974",1974,5,18,2,Baloncesto
7423,Pavels Veselovs,"Jul 15, 1983",1983,7,15,3,Baloncesto
7424,Yves Dupont,"Jan 28, 1975",1975,1,28,1,Baloncesto
7430,Sandis Buskevics,"Jan 28, 1977",1977,1,28,1,Baloncesto
7439,Egor Vialtsev,"Oct 10, 1985",1985,10,10,4,Baloncesto
7445,Raoul Heinen,"Oct 2, 1980",1980,10,2,4,Baloncesto
7447,Or Eytan,"Nov 9, 1981",1981,11,9,4,Baloncesto
7450,Roye Berkowitz,"Apr 9, 1982",1982,4,9,2,Baloncesto
7455,Jos Frederiks,"Feb 24, 1976",1976,2,24,1,Baloncesto
7522,Milan Gurovic,"Jun 17, 1975",1975,6,17,2,Baloncesto
7539,Larry Ayuso,"Mar 27, 1977",1977,3,27,1,Baloncesto
7546,Hanno Mottola,"Sep 9, 1976",1976,9,9,3,Baloncesto
7617,Eurelijus Zukauskas,"Aug 22, 1973",1973,8,22,3,Baloncesto
7620,Christos Harissis,"Jul 9, 1976",1976,7,9,3,Baloncesto
7623,Tomas Masiulis,"Sep 19, 1975",1975,9,19,3,Baloncesto
7659,Rowan Barrett,"Nov 24, 1972",1972,11,24,4,Baloncesto
7672,Nebojsa Bogavac,"Dec 14, 1973",1973,12,14,4,Baloncesto
7695,Frederic Adjiwanou,"Jul 17, 1980",1980,7,17,3,Baloncesto
7709,Lesly Bengaber,"Dec 12, 1979",1979,12,12,4,Baloncesto
7710,Moussa Badiane,"Oct 16, 1981",1981,10,16,4,Baloncesto
7720,Vincent Mouillard,"Aug 21, 1987",1987,8,21,3,Baloncesto
7722,Benoit Gillet,"Aug 19, 1986",1986,8,19,3,Baloncesto
7726,Ahmed Fellah,"Aug 9, 1981",1981,8,9,3,Baloncesto
7741,Branimir Longin,"Feb 7, 1978",1978,2,7,1,Baloncesto
7759,Goran Nikolic,"Jul 1, 1976",1976,7,1,3,Baloncesto
7763,Patrick Femerling,"Mar 4, 1975",1975,3,4,1,Baloncesto
7777,Ademola Okulaja,"Jul 10, 1975",1975,7,10,3,Baloncesto
7798,Rans Brempong,"Jul 22, 1981",1981,7,22,3,Baloncesto
7808,Artur Kolodzejski,"Sep 8, 1979",1979,9,8,3,Baloncesto
7814,Gregor Linke,"Sep 29, 1977",1977,9,29,3,Baloncesto
7824,Jonathan Moore,"Jun 12, 1982",1982,6,12,2,Baloncesto
7827,Igor Perovic,"Mar 3, 1974",1974,3,3,1,Baloncesto
7846,Gianmarco Pozzecco,"Sep 15, 1972",1972,9,15,3,Baloncesto
7890,Oscar Torres,"Dec 18, 1976",1976,12,18,4,Baloncesto
7902,Gregor Fucka,"Aug 7, 1971",1971,8,7,3,Baloncesto
7903,Adam Wojcik,"Apr 20, 1970",1970,4,20,2,Baloncesto
7904,Roberto Chiacig,"Dec 1, 1974",1974,12,1,4,Baloncesto
7906,Joel Salvi,"Aug 17, 1978",1978,8,17,3,Baloncesto
7910,Marco Carra,"Apr 9, 1980",1980,4,9,2,Baloncesto
7912,Guillaume Yango,"Jan 31, 1982",1982,1,31,1,Baloncesto
7918,Samuele Podesta,"Jan 12, 1976",1976,1,12,1,Baloncesto
7922,Marco Passera,"Feb 17, 1982",1982,2,17,1,Baloncesto
7923,Michele Mian,"Jul 18, 1973",1973,7,18,3,Baloncesto
7927,Dante Calabria,"Nov 8, 1973",1973,11,8,4,Baloncesto
7931,Wade Helliwell,"May 10, 1978",1978,5,10,2,Baloncesto
7933,Juan Manuel Fabi,"Apr 29, 1982",1982,4,29,2,Baloncesto
7934,David Lamma,"Apr 23, 1976",1976,4,23,2,Baloncesto
7935,Gianluca Lulli,"Apr 21, 1972",1972,4,21,2,Baloncesto
7936,Davide Bonora,"Feb 5, 1973",1973,2,5,1,Baloncesto
8047,Andris Biedrins,"Apr 2, 1986",1986,4,2,2,Baloncesto
8080,Marko Jaric,"Oct 12, 1978",1978,10,12,4,Baloncesto
8108,Darko Milicic,"Jun 20, 1985",1985,6,20,2,Baloncesto
8152,Adonal Foyle,"Mar 9, 1975",1975,3,9,1,Baloncesto
8242,Fabricio Oberto,"Mar 21, 1975",1975,3,21,1,Baloncesto
8282,Dikembe Mutombo,"Jun 25, 1966",1966,6,25,2,Baloncesto
8295,Eduardo Najera,"Jul 11, 1976",1976,7,11,3,Baloncesto
8305,Ruben Douglas,"Oct 30, 1979",1979,10,30,4,Baloncesto
8363,Dejan Milojevic,"Apr 15, 1977",1977,4,15,2,Baloncesto
8386,Jorge Garcia,"Feb 23, 1977",1977,2,23,1,Baloncesto
8387,Ferran Lopez,"Nov 19, 1971",1971,11,19,4,Baloncesto
8391,Kornel David,"Oct 22, 1971",1971,10,22,4,Baloncesto
8392,Heshimu Evans,"May 8, 1975",1975,5,8,2,Baloncesto
8395,Jose Antonio Paraiso,"Apr 20, 1971",1971,4,20,2,Baloncesto
8396,Oscar Yebra,"Jul 15, 1974",1974,7,15,3,Baloncesto
8418,Joao Santos,"Jun 15, 1979",1979,6,15,2,Baloncesto
8420,Carles Marco,"Sep 23, 1974",1974,9,23,3,Baloncesto
8422,Alfonso Alzamora,"May 20, 1979",1979,5,20,2,Baloncesto
8428,Mindaugas Timinskas,"Mar 28, 1974",1974,3,28,1,Baloncesto
8432,Frederic Weis,"Jun 22, 1977",1977,6,22,2,Baloncesto
8433,Berni Hernandez,"Apr 8, 1975",1975,4,8,2,Baloncesto
8434,Ivan Corrales,"Jul 12, 1974",1974,7,12,3,Baloncesto
8435,Juan Jose Bernabe,"Dec 25, 1975",1975,12,25,4,Baloncesto
8556,Marijonas Petravicius,"Oct 24, 1979",1979,10,24,4,Baloncesto
8632,Damir Miljkovic,"Mar 1, 1980",1980,3,1,1,Baloncesto
8646,Riste Stefanov,"Aug 30, 1981",1981,8,30,3,Baloncesto
8670,Uvis Helmanis,"Jun 10, 1972",1972,6,10,2,Baloncesto
8686,Raitis Grafs,"Jun 12, 1981",1981,6,12,2,Baloncesto
8712,Aigars Vitols,"Feb 15, 1976",1976,2,15,1,Baloncesto
8718,Lazaros Agadakos,"Jan 1, 1980",1980,1,1,1,Baloncesto
8719,Andrius Mazutis,"Apr 21, 1981",1981,4,21,2,Baloncesto
8723,Ousmane Cisse,"Oct 20, 1982",1982,10,20,4,Baloncesto
8724,Nikola Ilic,"Feb 26, 1985",1985,2,26,1,Baloncesto
8743,Baris Ozcan,"Jun 21, 1980",1980,6,21,2,Baloncesto
8759,Dainius Adomaitis,"Jan 19, 1974",1974,1,19,1,Baloncesto
8821,Nikola Prkacin,"Nov 15, 1975",1975,11,15,4,Baloncesto
8823,Pat Burke,"Dec 14, 1973",1973,12,14,4,Baloncesto
8907,Zarko Rakocevic,"Jan 4, 1984",1984,1,4,1,Baloncesto
8961,Cheikhou Thioune,"Nov 15, 1983",1983,11,15,4,Baloncesto
8968,Laurent Foirest,"Sep 18, 1973",1973,9,18,3,Baloncesto
8991,Jerome Schmitt,"Sep 8, 1981",1981,9,8,3,Baloncesto
9004,Cyril Julian,"Mar 29, 1974",1974,3,29,1,Baloncesto
9022,Gauthier Darrigand,"Jan 5, 1982",1982,1,5,1,Baloncesto
9030,Simon Darnauzan,"Jul 4, 1980",1980,7,4,3,Baloncesto
9032,Michael Mokongo,"Jul 11, 1986",1986,7,11,3,Baloncesto
9033,Aleksandar Bojic,"Jul 28, 1981",1981,7,28,3,Baloncesto
9035,Moncade Frederic,"Nov 13, 1978",1978,11,13,4,Baloncesto
9117,Jan Lipke,"Jul 24, 1983",1983,7,24,3,Baloncesto
9123,Robert Garrett,"Mar 18, 1977",1977,3,18,1,Baloncesto
9133,Robert Maras,"Oct 20, 1978",1978,10,20,4,Baloncesto
9136,Stefano Garris,"Apr 21, 1979",1979,4,21,2,Baloncesto
9140,Gerrit Terdenge,"Jan 30, 1975",1975,1,30,1,Baloncesto
9144,Florian Hartenstein,"Aug 13, 1977",1977,8,13,3,Baloncesto
9148,Zarryon Fereti,"May 15, 1984",1984,5,15,2,Baloncesto
9222,Carlton Myers,"Mar 30, 1971",1971,3,30,1,Baloncesto
9223,Nikola Radulovic,"Apr 26, 1973",1973,4,26,2,Baloncesto
9241,Mario Gigena,"Mar 5, 1977",1977,3,5,1,Baloncesto
9242,Alessandro Frosini,"Sep 22, 1972",1972,9,22,3,Baloncesto
9247,Christian DiGiuliomaria,"Jun 15, 1979",1979,6,15,2,Baloncesto
9249,Fabio Zanelli,"Sep 13, 1976",1976,9,13,3,Baloncesto
9325,Kelenna Azubuike,"Dec 16, 1983",1983,12,16,4,Baloncesto
9463,DeSagana Diop,"Jan 30, 1982",1982,1,30,1,Baloncesto
9501,Yao Ming,"Sep 12, 1980",1980,9,12,3,Baloncesto
9574,Wally Szczerbiak,"Mar 5, 1977",1977,3,5,1,Baloncesto
9593,Ime Udoka,"Aug 9, 1977",1977,8,9,3,Baloncesto
9595,Sean Marks,"Aug 23, 1975",1975,8,23,3,Baloncesto
9631,Antonio Bueno,"Sep 25, 1980",1980,9,25,3,Baloncesto
9667,Salvador Guardia,"May 18, 1974",1974,5,18,2,Baloncesto
9716,Iker Iturbe,"Jul 10, 1976",1976,7,10,3,Baloncesto
9717,Donatas Slanina,"Apr 23, 1977",1977,4,23,2,Baloncesto
9719,Paco Vazquez,"Mar 7, 1974",1974,3,7,1,Baloncesto
9720,Ruben Garces,"Oct 17, 1973",1973,10,17,4,Baloncesto
9724,Roberto Guerra,"Apr 4, 1983",1983,4,4,2,Baloncesto
9725,Lucas Victoriano,"Nov 5, 1977",1977,11,5,4,Baloncesto
9731,Pedro Rivero,"Jul 22, 1979",1979,7,22,3,Baloncesto
9961,Uri Kokia,"May 14, 1981",1981,5,14,2,Baloncesto
9962,Vladimir Boisa,"Jul 4, 1981",1981,7,4,3,Baloncesto
9967,Rolandas Jarutis,"May 21, 1976",1976,5,21,2,Baloncesto
9982,Yahor Meshcharakou,"Oct 9, 1976",1976,10,9,4,Baloncesto
9986,Saulius Stombergas,"Dec 14, 1973",1973,12,14,4,Baloncesto
10068,Yuri Vasilyev,"Jan 8, 1981",1981,1,8,1,Baloncesto
10070,Adem Oren,"Nov 8, 1979",1979,11,8,4,Baloncesto
10073,Fikret Can Akin,"Jan 30, 1983",1983,1,30,1,Baloncesto
10076,Dmitri Domani,"Sep 27, 1974",1974,9,27,3,Baloncesto
10162,Mario Kasun,"Apr 5, 1980",1980,4,5,2,Baloncesto
10183,Petar Bozic,"Dec 6, 1978",1978,12,6,4,Baloncesto
10199,Slavko Vranes,"Jan 30, 1983",1983,1,30,1,Baloncesto
10204,Gordan Giricek,"Jun 20, 1977",1977,6,20,2,Baloncesto
10238,Damir Mrsic,"Oct 25, 1970",1970,10,25,4,Baloncesto
10276,Michel Nascimento,"Dec 9, 1978",1978,12,9,4,Baloncesto
10316,Champ Oguchi,"Apr 28, 1986",1986,4,28,2,Baloncesto
10320,Prosper Karangwa,"May 17, 1978",1978,5,17,2,Baloncesto
10325,Hrvoje Perincic,"Jan 24, 1978",1978,1,24,1,Baloncesto
10328,Pierric Poupet,"Aug 18, 1984",1984,8,18,3,Baloncesto
10330,Stephane Risacher,"Aug 26, 1972",1972,8,26,3,Baloncesto
10331,Williams Soliman,"Feb 15, 1980",1980,2,15,1,Baloncesto
10332,Sacha Giffa,"Jun 14, 1977",1977,6,14,2,Baloncesto
10333,Josiah James,"Feb 6, 1981",1981,2,6,1,Baloncesto
10339,Thierry Rupert,"May 23, 1977",1977,5,23,2,Baloncesto
10340,Xane Dalmeida,"Jan 21, 1983",1983,1,21,1,Baloncesto
10341,Laurent Sciarra,"Aug 8, 1973",1973,8,8,3,Baloncesto
10343,Guillaume Costentin,"May 24, 1982",1982,5,24,2,Baloncesto
10378,Jonathan Kale,"Oct 18, 1985",1985,10,18,4,Baloncesto
10431,Richard Chaney,"Jan 23, 1984",1984,1,23,1,Baloncesto
10434,Alexander Seggelke,"Nov 2, 1979",1979,11,2,4,Baloncesto
10449,Maksym Shtein,"May 7, 1980",1980,5,7,2,Baloncesto
10450,James Gillingham,"Aug 20, 1981",1981,8,20,3,Baloncesto
10457,Gordon Geib,"Jun 10, 1983",1983,6,10,2,Baloncesto
10462,Tomasz Cielabak,"Mar 12, 1976",1976,3,12,1,Baloncesto
10517,Giacomo Galanda,"Jan 30, 1975",1975,1,30,1,Baloncesto
10525,Dusan Vukcevic,"Nov 14, 1975",1975,11,14,4,Baloncesto
10536,Marko Tusek,"Jul 17, 1975",1975,7,17,3,Baloncesto
10538,Michele Maggioli,"Jul 15, 1977",1977,7,15,3,Baloncesto
10547,Matteo Formenti,"Apr 15, 1982",1982,4,15,2,Baloncesto
10551,Simone Cotani,"Jul 15, 1981",1981,7,15,3,Baloncesto
10637,Mehmet Okur,"May 26, 1979",1979,5,26,2,Baloncesto
10900,Dan Gadzuric,"Feb 2, 1978",1978,2,2,1,Baloncesto
10912,Milos Vujanic,"Nov 30, 1980",1980,11,30,4,Baloncesto
10994,Pedro Robles,"Jul 17, 1977",1977,7,17,3,Baloncesto
11003,Vlado Scepanovic,"Nov 13, 1975",1975,11,13,4,Baloncesto
11008,Jerome Moiso,"Jun 15, 1978",1978,6,15,2,Baloncesto
11011,Eduardo Hernandez-Sonseca,"Jun 21, 1983",1983,6,21,2,Baloncesto
11034,Mario Fernandez,"Dec 11, 1983",1983,12,11,4,Baloncesto
11224,Rawle Marshall,"Feb 20, 1982",1982,2,20,1,Baloncesto
11232,Evangelos Sklavos,"Dec 1, 1977",1977,12,1,4,Baloncesto
11235,Nikos Hatzivrettas,"May 26, 1977",1977,5,26,2,Baloncesto
11252,Andrzej Pluta,"Apr 26, 1974",1974,4,26,2,Baloncesto
11258,Djuro Ostojic,"Feb 17, 1976",1976,2,17,1,Baloncesto
11276,Robert Troha,"Jun 28, 1977",1977,6,28,2,Baloncesto
11291,L.F. Likholitov,"Mar 14, 1980",1980,3,14,1,Baloncesto
11300,Marko Scekic,"May 23, 1981",1981,5,23,2,Baloncesto
11335,Aleksandr Anisimov,"Jun 7, 1986",1986,6,7,2,Baloncesto
11345,Konstantin Nesterov,"Feb 25, 1981",1981,2,25,1,Baloncesto
11347,Oleksandr Skutyelnik,"Nov 18, 1977",1977,11,18,4,Baloncesto
11360,Haluk Yildirim,"Jun 25, 1972",1972,6,25,2,Baloncesto
11382,Rasho Nesterovic,"May 30, 1976",1976,5,30,2,Baloncesto
11455,Dusan Kecman,"Nov 6, 1977",1977,11,6,4,Baloncesto
11483,Nikola Vujcic,"Jun 14, 1978",1978,6,14,2,Baloncesto
11484,Mirsad Turkcan,"Jun 7, 1976",1976,6,7,2,Baloncesto
11498,Dmitry Sokolov,"Jan 21, 1985",1985,1,21,1,Baloncesto
11518,J.R. Holden,"Aug 10, 1976",1976,8,10,3,Baloncesto
11579,Kenny Grant,"Mar 16, 1982",1982,3,16,1,Baloncesto
11585,Justin Hawkins,"May 18, 1985",1985,5,18,2,Baloncesto
11609,Vincent Masingue,"Jan 31, 1976",1976,1,31,1,Baloncesto
11620,Steeve Essart,"Oct 18, 1978",1978,10,18,4,Baloncesto
11622,Alain Digbeu,"Nov 13, 1975",1975,11,13,4,Baloncesto
11627,Aurelien Salmon,"Feb 16, 1987",1987,2,16,1,Baloncesto
11631,Cedric Gomez,"Jul 30, 1983",1983,7,30,3,Baloncesto
11698,Ruben Boumtje-Boumtje,"May 20, 1978",1978,5,20,2,Baloncesto
11724,Marius Nolte,"Jan 21, 1981",1981,1,21,1,Baloncesto
11734,Velimir Radinovic,"Jan 17, 1981",1981,1,17,1,Baloncesto
11735,Pascal Roller,"Nov 20, 1976",1976,11,20,4,Baloncesto
11737,Sascha Leutloff,"Oct 22, 1982",1982,10,22,4,Baloncesto
11742,Sebastian Betz,"Jun 12, 1985",1985,6,12,2,Baloncesto
11780,Kevin Fletcher,"Jan 11, 1980",1980,1,11,1,Baloncesto
