,Nombre,Nacimiento,País,year,month,day,trimestre
1566,"Shchekachev, Andrei",1972-10-27,Russia,1972,10,27,4
1567,"Shcherbakov, Ruslan",1969-09-14,Russia,1969,9,14,3
1568,"Shengelia, David",1980-03-06,Georgia,1980,3,6,1
1569,"Sher, Miron",1952-06-29,United States,1952,6,29,2
1570,"Sherzer, Alex",1971-02-01,United States,1971,2,1,1
1571,"Shevchenko, Kirill",2002-09-22,Ukraine,2002,9,22,3
1572,"Shimanov, Aleksandr",1992-05-08,Russia,1992,5,8,2
1573,"Shipov, Sergei",1966-04-17,Russia,1966,4,17,2
1574,"Shirov, Alexei",1972-07-04,Soviet Union,1972,7,4,3
1575,"Shishkin, Vadim",1969-03-04,Ukraine,1969,3,4,1
1576,"Shkuro, Iuri",1982-06-20,Ukraine,1982,6,20,2
1577,"Shneider, Aleksandr",1962-05-22,Ukraine,1962,5,22,2
1578,"Shoker, Samy",1987-08-01,Egypt,1987,8,1,3
1579,"Shomoev, Anton",1981-06-05,Russia,1981,6,5,2
1580,"Short, Nigel D.",1965-06-01,England,1965,6,1,2
1581,"Shtembuliak, Evgeny",1999-03-12,Ukraine,1999,3,12,1
1582,"Shtyrenkov, Veniamen",1958-04-23,Russia,1958,4,23,2
1583,"Shulman, Yury",1975-04-29,Belarus,1975,4,29,2
1584,"Shvyrjov, Igor",1955-05-24,Estonia,1955,5,24,2
1585,Shyam Sundar M.,1992-05-28,India,1992,5,28,2
1586,"Shytaj, Luca",1986-02-03,Italy,1986,2,3,1
1587,"Siebrecht, Sebastian",1973-04-16,Germany,1973,4,16,2
1588,"Sigurjónsson, Guðmundur",1947-09-25,Iceland,1947,9,25,3
1589,"Sikula, Vaszilij",1981-11-29,Ukraine,1981,11,29,4
1590,"Šimáček, Pavel",1979-04-28,Czech Republic,1979,4,28,2
1591,"Simagin, Vladimir",1919-06-21,Soviet Union,1919,6,21,2
1592,"Simantsev, Mikhail",1978-11-01,Ukraine,1978,11,1,4
1593,"Simić, Radoslav",1948-06-09,Yugoslavia,1948,6,9,2
1594,"Simonian, Hrair",1991-01-08,Armenia,1991,1,8,1
1595,"Simutowe, Amon",1982-01-06,Zambia,1982,1,6,1
1596,"Sindarov, Javokhir",2005-12-08,Uzbekistan,2005,12,8,4
1597,"Sisniega Campbell, Marcel",1959-07-28,Mexico,1959,7,28,3
1598,"Sivuk, Vitaly",1992-01-01,Ukraine,1992,1,1,1
1599,"Sjugirov, Sanan",1993-01-31,Russia,1993,1,31,1
1600,"Skatchkov, Pavel",1979-09-14,Russia,1979,9,14,3
1601,"Skembris, Spyridon",1958-02-22,Greece,1958,2,22,1
1602,"Škoberne, Jure",1987-03-20,Slovenia,1987,3,20,1
1603,"Skorchenko, Dmitriy",1983-10-17,Russia,1983,10,17,4
1604,"Slipak, Sergio",1965-07-28,Argentina,1965,7,28,3
1605,"Śliwa, Bogdan",1922-02-04,Poland,1922,2,4,1
1606,"Slobodjan, Roman",1975-01-01,Germany,1975,1,1,1
1607,"Smagin, Sergey",1958-09-08,Soviet Union,1958,9,8,3
1608,"Smeets, Jan",1985-04-05,Netherlands,1985,4,5,2
1609,"Smejkal, Jan",1946-03-22,Czecho­slovakia,1946,3,22,1
1610,"Smerdon, David C.",1984-09-17,Australia,1984,9,17,3
1611,"Smirin, Ilia",1968-01-21,Soviet Union,1968,1,21,1
1612,"Smirnov, Anton",2001-01-28,Australia,2001,1,28,1
1613,"Smirnov, Igor",1987-10-28,Ukraine,1987,10,28,4
1614,"Smirnov, Pavel",1982-04-27,Russia,1982,4,27,2
1615,"Smith, Axel",1986-06-27,Sweden,1986,6,27,2
1616,"Smith, Bryan",1980-02-26,United States,1980,2,26,1
1617,"Smyslov, Vasily",1921-03-24,Soviet Union,1921,3,24,1
1618,"So, Wesley",1993-10-09,Philippines,1993,10,9,4
1619,"Soćko, Bartosz",1978-11-10,Poland,1978,11,10,4
1620,"Soćko, Monika",1978-03-24,Poland,1978,3,24,1
1621,"Soffer, Ram",1965-09-06,Israel,1965,9,6,3
1622,"Sokolov, Andrei",1963-03-20,Soviet Union,1963,3,20,1
1623,"Sokolov, Ivan",1968-06-13,Yugoslavia,1968,6,13,2
1624,"Šolak, Dragan",1980-03-30,Yugoslavia (S&M),1980,3,30,1
1625,"Solleveld, Maarten",1979-02-05,Netherlands,1979,2,5,1
1626,"Solodov­nichenko, Yuri",1978-02-08,Ukraine,1978,2,8,1
1627,"Solomon, Kenny",1979-10-08,South Africa,1979,10,8,4
1628,"Solozhenkin, Evgeniy",1966-07-31,Russia,1966,7,31,3
1629,"Soltis, Andrew",1947-05-28,United States,1947,5,28,2
1630,"Sonis, Francesco",2002-04-29,Italy,2002,4,29,2
1631,"Sorín, Ariel",1967-04-26,Argentina,1967,4,26,2
1632,"Sorokin, Aleksey",2000,Russia,2000,1,1,1
1633,"Sorokin, Maxim",1968-01-22,Russia,1968,1,22,1
1634,"Sosonko, Gennadi",1943-05-18,Soviet Union,1943,5,18,2
1635,"Spangenberg, Hugo",1975-11-22,Argentina,1975,11,22,4
1636,"Spasov, Vasil",1971-02-17,Bulgaria,1971,2,17,1
1637,"Spassky, Boris V.",1937-01-30,Russia,1937,1,30,1
1638,"Spassov, Liuben",1943-03-22,Bulgaria,1943,3,22,1
1639,"Speelman, Jon S.",1956-10-02,England,1956,10,2,4
1640,"Spiridonov, Nikola",1938-02-28,Bulgaria,1938,2,28,1
1641,"Spoelman, Wouter",1990-06-05,Netherlands,1990,6,5,2
1642,"Spraggett, Kevin",1954-11-10,Canada,1954,11,10,4
1643,"Sprenger, Jan Michael",1982-11-26,Germany,1982,11,26,4
1644,Sriram Jha,1976-07-18,India,1976,7,18,3
1645,"Ståhlberg, Gideon",1908-01-26,Sweden,1908,1,26,1
1646,"Stanec, Nikolaus",1968-04-29,Austria,1968,4,29,2
1647,"Stangl, Markus",1969-04-29,Germany,1969,4,29,2
1648,"Stanojoski, Zvonko",1964-01-29,North Macedonia,1964,1,29,1
1649,Stany G. A.,1993-01-22,India,1993,1,22,1
1650,"Starostīts, Ilmārs",1979-05-30,Latvia,1979,5,30,2
1651,"Stean, Michael F.",1953-09-04,England,1953,9,4,3
1652,"Stefanova, Antoaneta",1979-04-19,Bulgaria,1979,4,19,2
1653,"Stefánsson, Hannes",1972-07-18,Iceland,1972,7,18,3
1654,"Stein, Leonid",1934-11-12,Soviet Union,1934,11,12,4
1655,"Steinberg, Nitzan",1998-01-12,Israel,1998,1,12,1
1656,"Steingrímsson, Héðinn",1975-01-11,Iceland,1975,1,11,1
1657,"Stella, Andrea",1993-08-14,Italy,1993,8,14,3
1658,"Stellwagen, Daniël",1987-03-01,Netherlands,1987,3,1,1
1659,"Stern, René",1972-02-15,Germany,1972,2,15,1
1660,"Stević, Hrvoje",1980-01-08,Croatia,1980,1,8,1
1661,"Štoček, Jiří",1977-05-10,Czech Republic,1977,5,10,2
1662,"Štohl, Igor",1964-09-27,Slovakia,1964,9,27,3
1663,"Stojanović, Dalibor",1983-12-09,Bosnia and Herzegovina,1983,12,9,4
1664,"Stojanović, Mihajlo",1977-05-11,Serbia,1977,5,11,2
1665,"Stoltz, Gösta",1904-05-09,Sweden,1904,5,9,2
1666,"Stopa, Jacek",1987-01-03,Poland,1987,1,3,1
1667,"Stremavicius, Titas",1998-02-15,Lithuania,1998,2,15,1
1668,"Striković, Aleksa",1961-05-12,Yugoslavia (S&M),1961,5,12,2
1669,"Stripunsky, Alexander",1970-08-18,United States,1970,8,18,3
1670,"Studer, Noel",1996-10-18,Switzerland,1996,10,18,4
1671,"Stukopin, Andrey",1994-06-02,Russia,1994,6,2,2
1672,"Stupak, Kirill",1990-03-16,Belarus,1990,3,16,1
1673,"Sturua, Zurab",1959-06-08,Georgia,1959,6,8,2
1674,"Şubă, Mihai",1947-06-01,Romania,1947,6,1,2
1675,"Suetin, Alexey",1926-11-16,Russia,1926,11,16,4
1676,"Šulava, Nenad",1962-12-25,Croatia,1962,12,25,4
1677,"Suleymanli, Aydin",2005-03-20,Azerbaijan,2005,3,20,1
1678,"Šulskis, Šarūnas",1972-11-26,Lithuania,1972,11,26,4
1679,"Sulypa, Oleksandr",1972-06-03,Ukraine,1972,6,3,2
1680,"Sumets, Andrey",1980-04-15,Ukraine,1980,4,15,2
1681,"Summerscale, Aaron P.",1969-08-26,England,1969,8,26,3
1682,Sundararajan Kidambi,1982-12-29,India,1982,12,29,4
1683,"Sunye Neto, Jaime",1957-05-02,Brazil,1957,5,2,2
1684,"Supi, Luis Paulo",1996-10-10,Brazil,1996,10,10,4
1685,"Suradiradja, Herman",1947-10-14,Indonesia,1947,10,14,4
1686,"Sutovsky, Emil",1977-09-19,Israel,1977,9,19,3
1687,"Suttles, Duncan",1945-12-21,Canada,1945,12,21,4
1688,"Svane, Rasmus",1997-05-21,Germany,1997,5,21,2
1689,"Sveshnikov, Evgeny",1950-02-11,Soviet Union,1950,2,11,1
1690,"Svetushkin, Dmitry",1980-07-25,Moldova,1980,7,25,3
1691,"Svidler, Peter",1976-06-17,Russia,1976,6,17,2
1692,Swapnil Dhopade,1990-10-05,India,1990,10,5,4
1693,"Swayams, Mishra",1992-08-13,India,1992,8,13,3
1694,"Świercz, Dariusz",1994-05-31,Poland,1994,5,31,2
1695,"Swinkels, Robin",1989-04-06,Netherlands,1989,4,6,2
1696,"Sychev, Klementy",1996-07-12,Russia,1996,7,12,3
1697,"Szabó, Gergely-Andras-Gyula",1983-04-13,Romania,1983,4,13,2
1698,"Szabó, Krisztián",1989-06-21,Hungary,1989,6,21,2
1699,"Szabó, László",1917-03-19,Hungary,1917,3,19,1
1700,"Székely, Péter",1955-02-08,Hungary,1955,2,8,1
1701,"Tabatabaei, M. Amin",2001-02-05,Iran,2001,2,5,1
1702,"Tadić, Branko",1973-10-04,Serbia,1973,10,4,4
1703,"Tahirov, Farhad",1987-04-12,Azerbaijan,1987,4,12,2
1704,"Taimanov, Mark",1926-02-07,Soviet Union,1926,2,7,1
1705,"Tal, Mikhail",1936-11-09,Soviet Union,1936,11,9,4
1706,"Taleb, Moussa",1978-07-01,United Arab Emirates,1978,7,1,3
1707,"Talla, Vladimir",1973-07-03,Czech Republic,1973,7,3,3
1708,"Tan, Justin",1997-03-19,Australia,1997,3,19,1
1709,Tan Zhongyi,1991-05-29,China,1991,5,29,2
1710,"Tang, Andrew",1999-11-29,United States,1999,11,29,4
1711,"Tari, Aryan",1999-06-04,Norway,1999,6,4,2
1712,"Tarjan, James",1952-02-22,United States,1952,2,22,1
1713,"Tarlev, Konstantin",1987-02-09,Ukraine,1987,2,9,1
1714,"Tartakower, Savielly",1887-02-21,France,1887,2,21,1
1715,"Tazbir, Marcin",1988-08-22,Poland,1988,8,22,3
1716,"Temirbayev, Serikbay",1961-08-08,Kazakhstan,1961,8,8,3
1717,"Ten Hertog, Hugo",1994-07-06,Netherlands,1994,7,6,3
1718,"Ter-Sahakyan, Samvel",1993-09-19,Armenia,1993,9,19,3
1719,"Teschner, Rudolf",1922-02-16,West Germany,1922,2,16,1
1720,"Teske, Henrik",1968-02-28,Germany,1968,2,28,1
1721,"Teterev, Vitaly",1983-01-07,Belarus,1983,1,7,1
1722,"Thejkumar, M. S.",1981-01-01,India,1981,1,1,1
1723,"Thipsay, Praveen M.",1959-08-12,India,1959,8,12,3
1724,"Thorfinnsson, Bragi",1981-04-10,Iceland,1981,4,10,2
1725,"Thórhallsson, Thröstur",1969-03-19,Iceland,1969,3,19,1
1726,"Thybo, Jesper Søndergaard",1999-01-10,Denmark,1999,1,10,1
1727,"Tihonov, Jurij",1978-07-03,Belarus,1978,7,3,3
1728,"Tikkanen, Hans",1985-02-06,Sweden,1985,2,6,1
1729,"Tilicheev, Viacheslav",1994-07-17,Russia,1994,7,17,3
1730,"Timman, Jan H.",1951-12-14,Netherlands,1951,12,14,4
1731,"Timofeev, Artyom",1985-01-06,Russia,1985,1,6,1
1732,"Timoscenko, Gennadij",1949-04-27,Soviet Union,1949,4,27,2
1733,"Timoshenko, Georgy",1966-06-01,Ukraine,1966,6,1,2
1734,"Tischbierek, Raj",1962-09-24,Germany,1962,9,24,3
1735,"Tisdall, Jonathan D.",1958-08-26,Norway,1958,8,26,3
1736,"Tishin, Petr",1976-10-21,Russia,1976,10,21,4
1737,"Tiviakov, Sergei",1973-02-14,Russia,1973,2,14,1
1738,"Tkachiev, Vladislav",1973-11-09,Kazakhstan,1973,11,9,4
1739,"Todorčević Antić, Miodrag",1940-11-10,Yugoslavia,1940,11,10,4
1740,"Todorov, Todor",1974-11-08,Bulgaria,1974,11,8,4
1741,"Todorović, Goran M.",1963-05-17,Yugoslavia (S&M),1963,5,17,2
1742,"Tolnai, Tibor",1964-09-23,Hungary,1964,9,23,3
1743,"Tolush, Alexander",1910-05-01,Soviet Union,1910,5,1,2
1744,"Tomashevsky, Evgeny",1987-07-01,Russia,1987,7,1,3
1745,"Tomczak, Jacek",1990-03-05,Poland,1990,3,5,1
1746,"Topalov, Veselin",1975-03-15,Bulgaria,1975,3,15,1
1747,"Torre Repetto, Carlos",1905-11-23,Mexico,1905,11,23,4
1748,"Torre, Eugenio",1951-11-04,Philippines,1951,11,4,4
1749,"Tošić, Miroslav",1960-06-15,Yugoslavia (S&M),1960,6,15,2
1750,"Totsky, Leonid",1967-08-10,Russia,1967,8,10,3
1751,"Toufighi, Homayoon",1990-03-21,Iran,1990,3,21,1
1752,"Trajković, Predrag",1970-05-28,Serbia,1970,5,28,2
1753,"Trần, Tuấn Minh",1997-10-21,Vietnam,1997,10,21,4
1754,"Tratar, Marko",1974-05-20,Slovenia,1974,5,20,2
1755,"Tregubov, Pavel V.",1971-12-21,Russia,1971,12,21,4
1756,"Trifunović, Petar",1910-08-31,Yugoslavia,1910,8,31,3
1757,"Tringov, Georgi",1937-03-07,Bulgaria,1937,3,7,1
1758,"Tristán, Leonardo",1989-11-22,Argentina,1989,11,22,4
1759,"Troff, Kayden",1998-05-06,United States,1998,5,6,2
1760,"Tseitlin, Mark D.",1943-09-23,Israel,1943,9,23,3
1761,"Tseshkovsky, Vitaly",1944-09-25,Soviet Union,1944,9,25,3
1762,"Tsydypov, Zhamsaran",1996-09-05,Russia,1996,9,5,3
1763,Từ Hoàng Thông,1972-06-22,Vietnam,1972,6,22,2
1764,"Tukhaev, Adam",1988-02-14,Ukraine,1988,2,14,1
1765,"Tukmakov, Vladimir B.",1946-03-15,Soviet Union,1946,3,15,1
1766,"Tunik, Gennady",1953-05-27,Russia,1953,5,27,2
1767,"Turner, Matthew J.",1975-12-11,England,1975,12,11,4
1768,"Turov, Maxim",1979-12-07,Russia,1979,12,7,4
1769,"Tyomkin, Dimitri",1977-03-25,Canada,1977,3,25,1
1770,"Ubilava, Elizbar",1950-08-27,Soviet Union,1950,8,27,3
1771,"Udovčić, Mijo",1920-09-11,Yugoslavia,1920,9,11,3
1772,"Uhlmann, Wolfgang",1935-03-29,East Germany,1935,3,29,1
1773,"Ulybin, Mikhail",1971-05-31,Russia,1971,5,31,2
1774,"Unzicker, Wolfgang",1925-06-26,West Germany,1925,6,26,2
1775,"Urday, Henry",1967-07-05,Peru,1967,7,5,3
1776,"Urkedal, Frode Olav Olsen",1993-05-14,Norway,1993,5,14,2
1777,"Ushenina, Anna",1985-08-30,Ukraine,1985,8,30,3
1778,"Vachier-Lagrave, Maxime",1990-10-21,France,1990,10,21,4
1779,"Vadász, László",1948-01-27,Hungary,1948,1,27,1
1780,"Vaganian, Rafael A.",1951-10-15,Soviet Union,1951,10,15,4
1781,"Vaibhav, Suri",1997-02-08,India,1997,2,8,1
1782,"Vaisser, Anatoly",1949-03-05,Soviet Union,1949,3,5,1
1783,"Vajda, Levente",1981-02-13,Romania,1981,2,13,1
1784,"Vakhidov, Jakhongir",1995-04-27,Uzbekistan,1995,4,27,2
1785,"Vakhidov, Tair",1963-12-11,Uzbekistan,1963,12,11,4
1786,"Valerga, Diego",1971-10-01,Argentina,1971,10,1,4
1787,"Vallejo Pons, Francisco",1982-08-21,Spain,1982,8,21,3
1788,"Valsecchi, Alessio",1992-04-25,Italy,1992,4,25,2
1789,"Van den Doel, Erik",1979-05-15,Netherlands,1979,5,15,2
1790,"Van der Sterren, Paul",1956-03-17,Netherlands,1956,3,17,1
1791,"Van der Weide, Karel",1973-08-11,Netherlands,1973,8,11,3
1792,"Van der Wiel, John T. H.",1959-08-09,Netherlands,1959,8,9,3
1793,"Van Foreest, Jorden",1999-04-30,Netherlands,1999,4,30,2
1794,"Van Foreest, Lucas",2001-03-03,Netherlands,2001,3,3,1
1795,"Van Kampen, Robin",1994-11-14,Netherlands,1994,11,14,4
1796,"Van Wely, Loek",1972-10-07,Netherlands,1972,10,7,4
1797,"Varavin, Viktor",1967-05-23,Russia,1967,5,23,2
1798,"Varga, Zoltán",1970-07-12,Hungary,1970,7,12,3
1799,"Vasilev, Milen",1978-06-06,Bulgaria,1978,6,6,2
1800,"Vasiukov, Evgeni",1933-03-05,Russia,1933,3,5,1
1801,"Vásquez Schroeder, Rodrigo",1969-12-06,Chile,1969,12,6,4
1802,"Vaulin, Alexander",1957-03-18,Russia,1957,3,18,1
1803,"Vavulin, Maxim",1998-05-06,Russia,1998,5,6,2
1804,"Vázquez Igarza, Renier",1979-01-08,Spain,1979,1,8,1
1805,"Velička, Petr",1967-02-26,Czech Republic,1967,2,26,1
1806,"Velikov, Petar",1951-03-30,Bulgaria,1951,3,30,1
1807,"Velimirović, Dragoljub",1942-05-12,Yugoslavia,1942,5,12,2
1808,"Velten, Paul",1993-08-10,France,1993,8,10,3
1809,"Venkatesh, M. R.",1985-05-20,India,1985,5,20,2
1810,"Vera González-Quevedo, Reynaldo",1961-01-07,Cuba,1961,1,7,1
1811,"Vera Sigueñas, Deivy",1992-01-18,Peru,1992,1,18,1
1812,"Vescovi, Giovanni",1978-06-14,Brazil,1978,6,14,2
1813,"Vetoshko, Volodymyr",1998-04-16,Ukraine,1998,4,16,2
1814,"Vidmar, Milan",1885-06-22,Yugoslavia,1885,6,22,2
1815,"Vila Gázquez, Xavier",1990-03-08,Spain,1990,3,8,1
1816,"Villamayor, Buenaventura",1967-05-04,Philippines,1967,5,4,2
1817,Visakh N. R.,1999-04-24,India,1999,4,24,2
1818,Vishnu Prasanna V.,1989-08-12,India,1989,8,12,3
1819,"Visser, Yge",1963-07-29,Netherlands,1963,7,29,3
1820,"Vitiugov, Nikita",1987-02-04,Russia,1987,2,4,1
1821,"Vladimirov, Yevgeniy",1957-01-20,Soviet Union,1957,1,20,1
1822,"Vocaturo, Daniele",1989-12-16,Italy,1989,12,16,4
1823,"Vogt, Lothar",1952-01-17,Germany,1952,1,17,1
1824,"Voitsekhovsky, Stanislav",1964-08-06,Russia,1964,8,6,3
1825,"Vokáč, Marek",1958-12-06,Czech Republic,1958,12,6,4
1826,"Vokarev, Sergey",1970-08-28,Russia,1970,8,28,3
1827,"Vokhidov, Shamsiddin",2002-01-11,Uzbekistan,2002,1,11,1
1828,"Volkov, Sergey",1974-02-07,Russia,1974,2,7,1
1829,"Volodin, Aleksandr",1990-12-10,Estonia,1990,12,10,4
1830,"Volokitin, Andrei",1986-06-18,Ukraine,1986,6,18,2
1831,"Voloshin, Leon",1964-05-10,Czech Republic,1964,5,10,2
1832,"Volzhin, Alexander",1971-02-02,Russia,1971,2,2,1
1833,"Vorobiov, Evgeny E.",1976-12-13,Russia,1976,12,13,4
1834,"Vorontsov, Pavlo",1998-01-23,Ukraine,1998,1,23,1
1835,"Vorotnikov, Vladislav V.",1947-08-17,Russia,1947,8,17,3
1836,"Votava, Jan",1974-11-29,Czech Republic,1974,11,29,4
1837,"Vovk, Andriy",1991-11-22,Ukraine,1991,11,22,4
1838,"Vovk, Yuri",1988-11-11,Ukraine,1988,11,11,4
1839,"Vučković, Bojan",1980-09-12,Yugoslavia (S&M),1980,9,12,3
1840,"Vukić, Milan",1942-08-19,Yugoslavia,1942,8,19,3
1841,"Vul, Arkadi Eremeevich",1953-09-11,Russia,1953,9,11,3
1842,"Vysochin, Spartak",1975-04-30,Ukraine,1975,4,30,2
1843,"Vyzmanavin, Alexey",1960-12-04,Russia,1960,12,4,4
1844,"Wagner, Dennis",1997-06-19,Germany,1997,6,19,2
1845,"Wahls, Matthias",1968-01-25,Germany,1968,1,25,1
1846,Wan Yunguo,1990-06-28,China,1990,6,28,2
1847,Wang Hao,1989-08-04,China,1989,8,4,3
1848,Wang Rui,1978-04-18,China,1978,4,18,2
1849,Wang Yue,1987-03-31,China,1987,3,31,1
1850,Wang Zili,1968-06-14,China,1968,6,14,2
1851,"Warakomski, Tomasz",1989-06-22,Poland,1989,6,22,2
1852,"Ward, Chris G",1968-03-26,England,1968,3,26,1
1853,"Warmerdam, Max",2000-03-30,Netherlands,2000,3,30,1
1854,"Watson, William N.",1962-04-18,England,1962,4,18,2
1855,"Wedberg, Tom",1953-11-26,Sweden,1953,11,26,4
1856,Wei Yi,1999-06-02,China,1999,6,2,2
1857,"Wells, Peter K.",1965-04-17,England,1965,4,17,2
1858,Wen Yang,1988-07-07,China,1988,7,7,3
1859,"Werle, Jan",1984-01-15,Netherlands,1984,1,15,1
1860,"Westerberg, Jonathan",1994-02-25,Sweden,1994,2,25,1
1861,"Westerinen, Heikki M. J.",1944-04-27,Finland,1944,4,27,2
1862,"Wieczorek, Oskar",1994-06-13,Poland,1994,6,13,2
1863,"Wilder, Michael",1962-08-17,United States,1962,8,17,3
1864,"Williams, Simon K.",1979-11-30,England,1979,11,30,4
1865,"Winants, Luc",1963-01-01,Belgium,1963,1,1,1
1866,"Wirig, Anthony",1983-02-03,France,1983,2,3,1
1867,"Wojtaszek, Radosław",1987-01-13,Poland,1987,1,13,1
1868,"Wojtkiewicz, Aleksander",1963-01-15,Poland,1963,1,15,1
1869,"Wolff, Patrick",1968-02-15,United States,1968,2,15,1
1870,"Womacka, Mathias",1966-06-26,Germany,1966,6,26,2
1871,Wong Meng Kong,1963-09-18,Singapore,1963,9,18,3
1872,Wu Shaobin,1969-02-04,China,1969,2,4,1
1873,Wu Wenjin,1976-03-10,China,1976,3,10,1
1874,Xie Jun,1970-10-30,China,1970,10,30,4
1875,"Xiong, Jeffery",2000-10-30,United States,2000,10,30,4
1876,Xiu Deshun,1989-02-01,China,1989,2,1,1
1877,Xu Jun,1962-09-17,China,1962,9,17,3
1878,Xu Xiangyu,1999-09-19,China,1999,9,19,3
1879,Xu Yi,1998-05-28,China,1998,5,28,2
1880,Xu Yinglun,1996-12-03,China,1996,12,3,4
1881,Xu Yuhua,1976-10-29,China,1976,10,29,4
1882,"Yagupov, Igor",1965-10-13,Russia,1965,10,13,4
1883,"Yakovich, Yuri",1962-11-30,Russia,1962,11,30,4
1884,"Yakubboev, Nodirbek",2002-01-23,Uzbekistan,2002,1,23,1
1885,"Yandemirov, Valeri",1963-02-11,Russia,1963,2,11,1
1886,"Yang, Darwin",1996-12-04,United States,1996,12,4,4
1887,Yang Kaiqi,1988-05-06,Canada,1988,5,6,2
1888,"Yanofsky, Daniel",1925-03-26,Canada,1925,3,26,1
1889,Ye Jiangchuan,1960-11-20,China,1960,11,20,4
1890,Ye Rongguang,1963-10-03,China,1963,10,3,4
1891,"Yegiazarian, Arsen",1970-06-18,Armenia,1970,6,18,2
1892,"Yemelin, Vasily",1976-02-01,Russia,1976,2,1,1
1893,"Yermolinsky, Alex",1958-04-11,United States,1958,4,11,2
1894,"Yevseev, Denis",1973-07-03,Russia,1973,7,3,3
1895,"Yılmaz, Mustafa",1992-11-05,Turkey,1992,11,5,4
1896,"Yrjölä, Jouni",1959-10-24,Finland,1959,10,24,4
1897,Yu Ruiyuan,1991-09-01,China,1991,9,1,3
1898,Yu Shaoteng,1979-03-26,China,1979,3,26,1
1899,Yu Yangyi,1994-06-08,China,1994,6,8,2
1900,"Yudasin, Leonid",1959-08-08,Soviet Union,1959,8,8,3
1901,"Yudin, Sergei",1986-06-10,Russia,1986,6,10,2
1902,"Yuffa, Daniil",1997-02-25,Russia,1997,2,25,1
1903,"Yurtaev, Leonid",1959-05-01,Kyrgyzstan,1959,5,1,2
1904,"Zablotsky, Sergei",1982-01-15,Russia,1982,1,15,1
1905,"Zaibi, Amir",1988-05-22,Tunisia,1988,5,22,2
1906,"Zagorskis, Darius",1969-11-20,Lithuania,1969,11,20,4
1907,"Zagrebelny, Sergey",1965-04-09,Uzbekistan,1965,4,9,2
1908,"Zaichik, Gennadi",1957-02-11,Soviet Union,1957,2,11,1
1909,"Zaitsev, Alexander",1935-06-15,Soviet Union,1935,6,15,2
1910,"Zaitsev, Alexander",1985-06-28,Russia,1985,6,28,2
1911,"Zaitsev, Igor A.",1938-05-27,Russia,1938,5,27,2
1912,"Žaja, Ivan",1965-07-29,Croatia,1965,7,29,3
1913,"Zajić, Milan",1999-01-11,Serbia,1999,1,11,1
1914,"Zakharevich, Igor",1963-07-14,Russia,1963,7,14,3
1915,"Zakhartsov, Viacheslav V.",1968-03-30,Russia,1968,3,30,1
1916,"Zakhartsov, Vladimir",1997-01-30,Russia,1997,1,30,1
1917,"Zambrana, Oswaldo",1981-07-07,Bolivia,1981,7,7,3
1918,"Zanan, Evgeny",1998-02-05,Israel,1998,2,5,1
1919,"Zapata, Alonso",1958-08-22,Colombia,1958,8,22,3
1920,"Zaragatski, Ilja",1985-09-26,Germany,1985,9,26,3
1921,"Zarnicki, Pablo",1972-11-12,Argentina,1972,11,12,4
1922,Zaw Win Lay,1963-10-22,Myanmar,1963,10,22,4
1923,"Zeitlein, Michael",1947-06-16,Soviet Union,1947,6,16,2
1924,"Zelčić, Robert",1965-09-21,Croatia,1965,9,21,3
1925,"Zemgalis, Elmārs",1923-09-09,Latvia,1923,9,9,3
1926,Zeng Chongsheng,1993-06-10,China,1993,6,10,2
1927,"Zezulkin, Jurij",1971-08-16,Belarus,1971,8,16,3
1928,Zhang Pengxiang,1980-06-29,China,1980,6,29,2
1929,Zhang Zhong,1978-09-05,China,1978,9,5,3
1930,Zhao Jun,1986-12-12,China,1986,12,12,4
1931,Zhao Xue,1985-04-06,China,1985,4,6,2
1932,Zhao Zong-Yuan,1986-06-26,Australia,1986,6,26,2
1933,"Zherebukh, Yaroslav",1993-07-14,Ukraine,1993,7,14,3
1934,"Zhigalko, Andrey",1985-09-18,Belarus,1985,9,18,3
1935,"Zhigalko, Sergei",1989-03-28,Belarus,1989,3,28,1
1936,Zhou Jianchao,1988-06-11,China,1988,6,11,2
1937,Zhou Weiqi,1986-10-01,China,1986,10,1,4
1938,Zhu Chen,1976-03-16,China,1976,3,16,1
1939,"Zhukova, Natalia",1979-06-05,Ukraine,1979,6,5,2
1940,"Ziatdinov, Raset",1958-12-27,United States,1958,12,27,4
1941,"Zierk, Steven",1993-08-27,United States,1993,8,27,3
1942,"Zifroni, Dov",1976-02-17,Israel,1976,2,17,1
1943,"Zilberman, Yaacov",1954-05-26,Israel,1954,5,26,2
1944,"Žilka, Štěpán",1988-11-11,Czech Republic,1988,11,11,4
1945,"Zinchenko, Yaroslav",1987-02-14,Ukraine,1987,2,14,1
1946,"Ziska, Helgi Dam",1990-07-27,Faroe Islands,1990,7,27,3
1947,"Zlochevskij, Alexander",1963-06-25,Russia,1963,6,25,2
1948,"Zoler, Dan",1974-01-10,Israel,1974,1,10,1
1949,"Zontakh, Andrey",1970-11-04,Ukraine,1970,11,4,4
1950,"Zubarev, Alexander",1979-12-17,Ukraine,1979,12,17,4
1951,"Zubov, Alexander",1983-04-04,Ukraine,1983,4,4,2
1952,"Zvjaginsev, Vadim",1976-08-18,Russia,1976,8,18,3
